# stan_version_major = 2
# stan_version_minor = 20
# stan_version_patch = 0
# model = JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
# id = 2
# data
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_2.data.R
# init = 2 (Default)
# random
#   seed = -1 (Default)
# output
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,n1,KM2,d2,km,theta.1,theta.2,theta.3,theta.4
# Adaptation terminated
# Step size = 0.175422
# Diagonal elements of inverse mass matrix:
# 0.0166164, 0.926077, 0.0443047, 0.0191414
-31.7546,0.952426,0.167297,3,7,0,33.9873,0.20676,0.130591,1.3411,0.160684,3.20676,16.4468,0.836922,3.16068
-31.5535,0.938479,0.191274,4,31,0,33.3956,0.149132,1.09291,1.1797,-0.0431162,3.14913,23.4236,0.796977,2.95688
-29.9138,0.997062,0.202834,3,11,0,31.8223,0.076352,0.604565,1.16251,0.0176228,3.07635,19.8831,0.792721,3.01762
-30.7259,0.966027,0.181374,3,15,0,31.1877,-0.00215246,0.847439,1.15446,-0.0439555,2.99785,21.6439,0.79073,2.95604
-30.2792,0.998768,0.129914,5,31,0,31.514,0.0165601,0.60774,1.04939,-0.0947954,3.01656,19.9061,0.764723,2.9052
-31.1551,0.997159,0.109405,5,31,0,31.7243,0.187941,-0.200014,1.02074,-0.169667,3.18794,14.0499,0.757634,2.83033
-32.2212,0.986162,0.089436,5,31,0,33.2932,0.0785058,1.46091,1.1194,-0.097608,3.07851,26.0916,0.782051,2.90239
-31.0053,0.836001,0.251478,3,7,0,33.839,0.140761,1.28534,1.1291,-0.00980633,3.14076,24.8187,0.784453,2.99019
-35.1377,0.970369,0.116485,4,23,0,36.6869,0.524577,0.979068,1.20977,0.0769122,3.52458,22.5982,0.804419,3.07691
