# stan_version_major = 2
# stan_version_minor = 20
# stan_version_patch = 0
# model = JuliaConExamp_Stan_JuliaConBayInfStan_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
# id = 2
# data
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStan_2.data.R
# init = 2 (Default)
# random
#   seed = -1 (Default)
# output
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStan_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,n1,KM2,d2,km,theta.1,theta.2,theta.3,theta.4
# Adaptation terminated
# Step size = 0.169768
# Diagonal elements of inverse mass matrix:
# 0.00706981, 1.69216, 0.0205023, 0.0104934
-65.1898,0.7411,0.253599,3,15,0,69.1577,0.0948212,1.12389,1.21657,0.0812573,3.09482,23.6482,0.806101,3.08126
-63.927,1,0.178754,4,23,0,65.9467,0.055137,-0.61669,1.23775,0.0622093,3.05514,11.029,0.811343,3.06221
-63.9211,0.996673,0.140214,4,15,0,64.4004,0.0359336,-0.716195,1.23593,0.0975072,3.03593,10.3076,0.810894,3.09751
-67.8486,0.890694,0.216698,4,15,0,68.1081,0.0435925,-1.87073,1.24394,0.126718,3.04359,1.93721,0.812876,3.12672
-68.2645,0.907031,0.178295,5,31,0,72.9659,-0.0876585,-0.355464,1.04361,-0.120874,2.91234,12.9229,0.763294,2.87913
-64.5279,0.992142,0.225394,3,7,0,69.3654,0.00474408,-0.658074,1.1681,0.0413682,3.00474,10.729,0.794106,3.04137
-64.2322,0.880611,0.227616,3,15,0,67.6707,0.0442848,0.511771,1.17345,0.026329,3.04428,19.2103,0.795428,3.02633
-63.9577,0.998357,0.159508,4,15,0,64.4629,0.119033,-0.358408,1.19315,0.0650398,3.11903,12.9015,0.800305,3.06504
-66.2666,0.879608,0.147208,3,7,0,67.7575,0.182734,-0.813408,1.21959,0.046132,3.18273,9.60279,0.806848,3.04613
-65.5659,0.982764,0.203362,3,7,0,67.1856,0.063114,0.922247,1.22051,0.0985596,3.06311,22.1863,0.807076,3.09856
-64.0554,0.995698,0.200789,3,11,0,66.0848,0.0969542,0.661789,1.21665,0.0325344,3.09695,20.298,0.806122,3.03253
-64.6654,0.983383,0.199179,3,15,0,65.0644,0.0843638,-0.885789,1.26124,0.0873841,3.08436,9.07803,0.817158,3.08738
-65.2316,0.997309,0.143163,5,31,0,68.0214,-0.0194873,-1.19202,1.20601,0.0149574,2.98051,6.85788,0.803489,3.01496
-64.8623,0.997018,0.165442,4,15,0,66.6302,0.181268,-0.359904,1.23542,0.0837373,3.18127,12.8907,0.810767,3.08374
-63.8011,0.998079,0.179704,3,15,0,65.429,0.111123,-0.378479,1.23081,0.097173,3.11112,12.756,0.809626,3.09717
-66.856,0.890544,0.215119,4,19,0,67.1498,0.265005,1.58241,1.17453,0.0737995,3.26501,26.9725,0.795697,3.0738
-64.5047,0.999865,0.145981,4,23,0,69.5283,0.195635,1.08888,1.19152,0.0141108,3.19564,23.3944,0.7999,3.01411
-63.5624,0.999132,0.206262,4,15,0,64.8405,0.107362,-0.200626,1.17058,0.0151337,3.10736,14.0455,0.794718,3.01513
-63.8555,0.984483,0.146368,3,15,0,65.4917,0.0195948,-0.752654,1.21514,0.0629707,3.01959,10.0433,0.805747,3.06297
-64.3314,0.975569,0.096773,6,63,0,65.6075,0.176411,0.433135,1.21013,0.0269676,3.17641,18.6402,0.804508,3.02697
-64.001,1,0.23722,2,3,0,64.3875,0.155764,0.607602,1.18651,0.062315,3.15576,19.9051,0.798661,3.06231
-66.4931,0.997192,0.107298,5,31,0,67.0605,0.232935,1.14697,1.05967,-0.109995,3.23293,23.8155,0.767268,2.89
-65.7741,0.983141,0.108929,3,7,0,67.0393,0.216589,0.941418,1.0769,-0.0919329,3.21659,22.3253,0.771532,2.90807
-65.6739,0.922091,0.201392,5,31,0,67.864,0.235287,1.20817,1.30924,0.142164,3.23529,24.2592,0.829038,3.14216
-64.4941,0.99687,0.142017,4,23,0,67.4474,0.163968,-0.325869,1.21111,0.0488581,3.16397,13.1375,0.804749,3.04886
-64.8316,0.999103,0.0989832,5,63,0,65.8908,0.0152066,0.026766,1.30482,0.128123,3.01521,15.6941,0.827943,3.12812
-64.1663,0.999971,0.162348,3,15,0,64.9996,0.0680099,-0.642831,1.24194,0.120606,3.06801,10.8395,0.81238,3.12061
-64.6488,0.951136,0.229313,3,15,0,67.0065,0.160942,0.736693,1.13901,0.0184585,3.16094,20.841,0.786905,3.01846
-65.5443,0.989118,0.0888391,4,15,0,66.4088,0.142583,-0.135722,1.09728,-0.0197756,3.14258,14.516,0.776576,2.98022
-64.4227,1,0.203341,5,31,0,65.9421,0.0369116,0.0975026,1.30228,0.155924,3.03691,16.2069,0.827315,3.15592
-65.5661,0.903258,0.209326,2,3,0,65.7103,0.0393833,0.297942,1.2959,0.188167,3.03938,17.6601,0.825735,3.18817
-64.5321,0.991396,0.130529,4,15,0,66.7567,0.0687141,-0.394815,1.29381,0.178003,3.06871,12.6376,0.825218,3.178
-64.8506,0.991281,0.106766,5,63,0,66.0861,0.198505,1.08585,1.20306,0.0884797,3.19851,23.3724,0.802757,3.08848
-65.9921,0.972575,0.19502,3,15,0,67.4727,0.168381,-0.688896,1.21395,0.0278114,3.16838,10.5055,0.805452,3.02781
-68.1964,0.9918,0.139867,4,31,0,68.8,0.179359,1.5977,1.34274,0.141601,3.17936,27.0833,0.837329,3.1416
-70.829,0.995731,0.0881916,5,63,0,71.7261,0.175162,-0.987039,1.45755,0.280127,3.17516,8.34397,0.865743,3.28013
-66.0946,0.995008,0.236357,3,7,0,71.8695,0.0634291,-0.547517,1.39215,0.259528,3.06343,11.5305,0.849557,3.25953
-64.2362,0.994786,0.199906,4,15,0,67.4279,0.00561301,-0.384235,1.25785,0.120924,3.00561,12.7143,0.816318,3.12092
-65.6282,0.989317,0.172132,4,15,0,66.4185,0.183833,0.730023,1.3573,0.197174,3.18383,20.7927,0.840932,3.19717
-66.1236,0.999089,0.120596,4,15,0,66.757,0.206309,1.02279,1.36633,0.214412,3.20631,22.9152,0.843166,3.21441
-66.8983,0.959906,0.150335,3,7,0,67.5018,0.193342,1.23645,1.36412,0.180777,3.19334,24.4642,0.84262,3.18078
-64.7705,0.998431,0.0880996,5,31,0,67.5911,0.193149,0.526922,1.18786,0.0801233,3.19315,19.3202,0.798996,3.08012
-65.1082,0.989972,0.233624,4,15,0,65.907,0.186999,1.42248,1.24605,0.0875595,3.187,25.813,0.813398,3.08756
-64.97,0.936329,0.130121,2,7,0,67.7531,0.190464,1.29525,1.22698,0.101557,3.19046,24.8906,0.808679,3.10156
-64.4633,0.995154,0.105589,5,31,0,66.1002,0.186291,0.0930263,1.21334,0.043714,3.18629,16.1744,0.805301,3.04371
-63.5849,0.99892,0.136302,4,23,0,64.6746,0.0283029,-0.0640714,1.20224,0.0421795,3.0283,15.0355,0.802554,3.04218
-64.7861,0.978625,0.198472,3,7,0,65.0194,0.00168958,-1.18964,1.25041,0.0860732,3.00169,6.87512,0.814477,3.08607
-66.8989,0.94593,0.229698,3,15,0,68.1755,-0.0353659,0.523688,1.27869,0.122408,2.96463,19.2967,0.821475,3.12241
-66.2383,0.936979,0.241036,3,15,0,69.8113,0.175839,-0.696624,1.13836,-0.0383618,3.17584,10.4495,0.786745,2.96164
-66.0263,0.999751,0.10575,6,63,0,66.7534,0.122467,1.41665,1.25738,0.0776777,3.12247,25.7707,0.816201,3.07768
-66.0162,0.969289,0.142024,4,31,0,68.3033,0.0703242,-1.3902,1.11528,-0.0274679,3.07032,5.42106,0.781033,2.97253
-64.5816,0.99718,0.107141,5,31,0,66.5389,0.0343998,-1.11176,1.1747,-0.00086428,3.0344,7.43973,0.795738,2.99914
-65.0132,0.999233,0.140927,4,15,0,65.7564,-0.01924,-0.541438,1.12289,-0.0707836,2.98076,11.5746,0.782915,2.92922
-68.2862,0.410579,0.246468,3,11,0,71.6494,-0.0233383,0.45968,1.11976,0.0141091,2.97666,18.8327,0.782141,3.01411
-68.6023,0.999126,0.106294,6,63,0,69.6813,0.171706,1.59253,1.3131,0.0924424,3.17171,27.0459,0.829992,3.09244
-65.946,0.99234,0.239494,4,19,0,68.7165,0.0187367,-0.561501,1.20786,-0.0200513,3.01874,11.4291,0.803944,2.97995
-65.9415,0.895152,0.16796,3,11,0,69.478,0.0906981,-0.451098,1.18132,0.098863,3.0907,12.2295,0.797377,3.09886
-65.8566,0.940509,0.122361,4,31,0,71.664,0.05143,-0.950119,1.36281,0.224811,3.05143,8.61164,0.842297,3.22481
-64.4067,0.997745,0.193442,4,15,0,68.1273,0.159209,0.984349,1.27473,0.130594,3.15921,22.6365,0.820496,3.13059
-64.498,0.997331,0.200014,5,31,0,65.3386,0.208198,0.345762,1.16331,0.015068,3.2082,18.0068,0.79292,3.01507
-64.8377,0.934405,0.208286,4,31,0,66.1394,0.146261,0.959245,1.28056,0.098275,3.14626,22.4545,0.821939,3.09827
-64.2308,0.997037,0.210115,4,31,0,65.9549,0.127948,0.639859,1.15211,-0.0365841,3.12795,20.139,0.790147,2.96342
-64.2454,1,0.250405,3,7,0,64.8197,0.133833,0.732167,1.12968,-0.0473089,3.13383,20.8082,0.784595,2.95269
-64.2181,0.957518,0.13864,4,15,0,66.5201,0.0909015,-0.530279,1.13731,-0.000287055,3.0909,11.6555,0.786485,2.99971
-63.9268,0.993658,0.177268,4,31,0,65.0929,0.175375,0.769268,1.19165,0.0238802,3.17537,21.0772,0.799934,3.02388
-63.6701,0.993854,0.096216,5,31,0,64.4696,0.110747,0.0955439,1.24759,0.0757968,3.11075,16.1927,0.81378,3.0758
-64.8774,0.975071,0.167298,4,15,0,66.0601,-0.0123835,-0.364783,1.18139,-0.0233431,2.98762,12.8553,0.797395,2.97666
-63.6033,0.989953,0.121565,5,31,0,65.7991,0.0258344,-0.379238,1.19087,0.0236792,3.02583,12.7505,0.79974,3.02368
-64.1066,0.817452,0.185193,3,15,0,66.0645,0.0704362,-0.323975,1.22256,0.0302283,3.07044,13.1512,0.807583,3.03023
-66.147,0.964568,0.152076,3,7,0,66.9447,0.0612389,0.948735,1.17078,0.0562532,3.06124,22.3783,0.794767,3.05625
-63.7584,1,0.215045,2,3,0,66.0319,0.0669035,0.516276,1.19388,0.0302247,3.0669,19.243,0.800484,3.03022
-65.1889,0.919055,0.137057,3,11,0,66.0812,0.0915213,0.00918409,1.21297,-0.00468075,3.09152,15.5666,0.805209,2.99532
-64.9256,0.996456,0.16508,3,15,0,65.9505,0.11642,-0.291247,1.1769,0.0767057,3.11642,13.3885,0.796283,3.07671
-68.9897,0.977352,0.118838,5,31,0,72.3342,0.14378,1.47156,1.40743,0.223188,3.14378,26.1688,0.853338,3.22319
-71.8313,0.861832,0.143202,3,7,0,74.1253,0.194031,1.20441,1.4342,0.191919,3.19403,24.232,0.859965,3.19192
-68.0799,0.98331,0.222074,2,7,0,73.0753,0.169625,1.32526,1.40448,0.22319,3.16963,25.1081,0.85261,3.22319
-68.4855,0.998653,0.0960922,3,7,0,68.7581,0.162576,1.41056,1.40339,0.21774,3.16258,25.7266,0.852338,3.21774
-71.0607,0.988751,0.233616,4,15,0,71.7217,0.143309,1.6613,1.42107,0.315257,3.14331,27.5444,0.856714,3.31526
-66.1704,0.99521,0.115519,4,23,0,72.6025,0.207257,-0.0224044,1.34013,0.182562,3.20726,15.3376,0.836682,3.18256
-64.5859,0.998412,0.17215,4,31,0,66.8222,0.093455,0.807656,1.19468,-0.000471375,3.09345,21.3555,0.800684,2.99953
-64.6179,0.999468,0.0970687,5,31,0,65.8773,0.0837768,-0.806581,1.19285,0.0773062,3.08378,9.65229,0.80023,3.07731
-65.1405,0.90287,0.254419,2,7,0,66.3067,0.0805315,-0.422129,1.27208,0.0677723,3.08053,12.4396,0.81984,3.06777
-65.4935,0.99753,0.239914,4,15,0,66.1381,0.209146,0.552297,1.21401,0.0143274,3.20915,19.5042,0.805468,3.01433
-64.3611,0.991299,0.228213,2,3,0,65.3986,0.209554,0.520493,1.17662,0.0412955,3.20955,19.2736,0.796215,3.0413
-63.7072,0.856433,0.203267,3,15,0,66.7007,0.114394,0.0932483,1.15969,-0.0149506,3.11439,16.1761,0.792023,2.98505
-63.9824,0.918511,0.235535,4,15,0,64.7293,-0.00409651,-0.37132,1.22708,0.063802,2.9959,12.8079,0.808702,3.0638
-64.6538,0.956524,0.151484,4,31,0,66.5799,0.176275,1.14513,1.27291,0.118309,3.17628,23.8022,0.820044,3.11831
-64.3262,0.998092,0.14465,5,31,0,65.7358,0.100177,0.63057,1.11033,-0.0541748,3.10018,20.0716,0.779807,2.94583
-64.6243,0.999836,0.114951,5,31,0,65.7622,0.00411359,-0.955595,1.13097,-0.0360048,3.00411,8.57193,0.784914,2.964
-64.3272,0.934316,0.192416,4,15,0,66.7126,0.0997602,0.905683,1.20058,0.0606506,3.09976,22.0662,0.802144,3.06065
-64.1734,0.999047,0.0975444,5,31,0,65.4207,0.169423,0.997509,1.20642,0.0336764,3.16942,22.7319,0.803589,3.03368
-65.0178,0.984054,0.107066,3,15,0,68.1539,0.133385,1.31816,1.19904,0.0302166,3.13339,25.0567,0.801762,3.03022
-65.4441,0.997354,0.106704,4,15,0,66.1212,0.170918,-0.776159,1.23705,0.094693,3.17092,9.87285,0.811171,3.09469
-68.0763,0.924732,0.215359,4,15,0,71.3084,-0.0762035,-1.74455,1.23271,0.0337474,2.9238,2.852,0.810095,3.03375
-66.3225,0.986265,0.120978,4,15,0,70.2591,-0.0818167,-1.33228,1.1939,0.037139,2.91818,5.84098,0.80049,3.03714
-65.3031,0.986253,0.135922,3,15,0,70.0806,-0.0164618,-1.42145,1.20938,0.0415728,2.98354,5.19446,0.804323,3.04157
-63.9616,0.998914,0.195274,4,15,0,66.2125,0.0128961,-0.0556514,1.23556,0.0866209,3.0129,15.0965,0.810801,3.08662
-64.8033,0.987432,0.134942,4,31,0,67.0813,0.0959076,0.468173,1.33649,0.18211,3.09591,18.8943,0.835781,3.18211
-64.7803,0.984685,0.194238,4,15,0,66.0413,0.0688695,-0.587457,1.32975,0.17119,3.06887,11.2409,0.834113,3.17119
-65.1652,0.999492,0.153112,4,31,0,66.0112,0.0993941,-0.197833,1.06708,-0.083202,3.09939,14.0657,0.769101,2.9168
-64.9156,0.997198,0.222517,4,15,0,66.6561,0.179343,0.965109,1.10556,-0.0372706,3.17934,22.497,0.778625,2.96273
-64.0692,1,0.0969837,5,31,0,65.0625,0.124284,0.185718,1.12422,-0.0155787,3.12428,16.8465,0.783243,2.98442
-63.7286,0.999991,0.126036,4,15,0,64.1793,0.0938979,0.497712,1.1486,-0.0121313,3.0939,19.1084,0.789279,2.98787
-65.6822,0.903778,0.206019,3,7,0,66.7054,0.0109357,0.727412,1.17651,-0.0159933,3.01094,20.7737,0.796186,2.98401
-65.8695,0.986344,0.179607,4,15,0,68.0914,-0.00432865,0.434724,1.11031,-0.0358129,2.99567,18.6517,0.779803,2.96419
-65.3397,1,0.154483,4,15,0,66.2293,0.0303897,-1.24017,1.13744,0.00611146,3.03039,6.5088,0.786515,3.00611
-67.0653,0.962235,0.191115,4,15,0,68.235,-0.0115982,-1.83986,1.1916,0.0256832,2.9884,2.16102,0.799921,3.02568
-66.117,0.89705,0.235229,4,15,0,68.8769,0.268983,0.426295,1.18178,0.00910378,3.26898,18.5906,0.79749,3.0091
-65.174,0.989272,0.208794,3,15,0,70.7547,0.170778,0.264394,1.34292,0.211675,3.17078,17.4169,0.837372,3.21167
-63.9482,0.98446,0.205315,4,15,0,66.6138,0.0163604,-0.674679,1.23642,0.0672137,3.01636,10.6086,0.811014,3.06721
-65.67,0.902264,0.169315,4,15,0,67.758,0.0287232,-1.5409,1.17928,0.042848,3.02872,4.32848,0.796871,3.04285
-65.1602,0.992391,0.197231,4,31,0,67.3851,0.0848357,0.851016,1.10386,-0.0414528,3.08484,21.6699,0.778205,2.95855
-65.1592,0.937037,0.220394,2,7,0,66.9294,0.101456,-0.667597,1.13865,-0.0552977,3.10146,10.6599,0.786815,2.9447
-64.5596,0.942325,0.210062,3,15,0,67.7692,0.00683796,0.352949,1.22323,0.0543656,3.00684,18.0589,0.807748,3.05437
-64.9855,0.99847,0.155011,4,31,0,65.8067,0.203114,-0.0334074,1.15768,0.00296863,3.20311,15.2578,0.791525,3.00297
-65.3165,0.982261,0.20264,4,15,0,66.7402,0.0559199,0.714724,1.3036,0.163006,3.05592,20.6817,0.827641,3.16301
-64.6131,1,0.251273,3,15,0,66.046,0.179346,-0.245554,1.19098,0.0551183,3.17935,13.7197,0.799768,3.05512
-66.6946,0.974611,0.106923,5,31,0,68.0845,-0.0339596,0.222642,1.26524,0.145646,2.96604,17.1142,0.818146,3.14565
-65.8114,0.997817,0.095856,3,7,0,67.2381,-0.0357324,0.101464,1.28746,0.114833,2.96427,16.2356,0.823647,3.11483
-64.8396,0.96946,0.236493,3,7,0,67.3615,0.139809,-0.776322,1.25003,0.106203,3.13981,9.87167,0.814383,3.1062
-66.6925,0.95729,0.138355,3,15,0,68.0061,0.143184,-1.09806,1.18434,0.0868159,3.14318,7.53903,0.798125,3.08682
-66.5824,0.991798,0.171553,4,31,0,72.1648,0.265348,1.72799,1.23585,0.115764,3.26535,28.0279,0.810873,3.11576
-64.9223,0.999782,0.118586,5,31,0,67.517,0.209736,1.07494,1.12385,-0.0457532,3.20974,23.2933,0.783154,2.95425
-69.4023,0.760486,0.204995,4,15,0,70.2892,0.297066,1.83389,1.15988,-0.0638859,3.29707,28.7957,0.79207,2.93611
-69.627,0.998278,0.107866,3,7,0,70.103,0.323091,1.80801,1.08494,-0.0166756,3.32309,28.6081,0.773523,2.98332
-69.6603,0.962061,0.105474,5,31,0,73.7065,0.193111,1.94872,1.20027,-0.00987613,3.19311,29.6283,0.802067,2.99012
-67.9245,0.996886,0.108405,3,15,0,70.5418,0.224119,1.81556,1.14276,0.030868,3.22412,28.6628,0.787833,3.03087
