# stan_version_major = 2
# stan_version_minor = 20
# stan_version_patch = 0
# model = JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq2_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
# id = 4
# data
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq2_4.data.R
# init = 2 (Default)
# random
#   seed = -1 (Default)
# output
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq2_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,n1,KM2,d2,km,theta.1,theta.2,theta.3,theta.4
# Adaptation terminated
# Step size = 0.306772
# Diagonal elements of inverse mass matrix:
# 0.868208, 0.00127969, 0.403934, 0.30903
-36.502,0.979354,0.32261,3,15,0,37.1477,1.61086,-0.871903,0.739881,0.834464,3.27573,10.1125,0.81671,3.11339
-35.8583,0.996345,0.251793,4,15,0,37.8246,1.72047,-0.893544,1.21751,0.790541,3.29064,9.97426,0.833215,3.10693
-34.5772,0.940865,0.274176,4,15,0,38.1928,-0.881354,-0.881596,-0.273604,-0.256921,2.95432,10.0506,0.782762,2.95696
-34.1586,0.909071,0.416672,2,3,0,35.5698,0.0698442,-0.912426,0.0453534,-0.634804,3.07309,9.85362,0.793291,2.90465
-35.5724,0.999394,0.157769,4,31,0,36.0056,-0.721838,-0.940465,-1.34688,-0.733192,2.97391,9.67447,0.748348,2.89118
-35.1825,0.997106,0.178841,3,15,0,37.6873,-1.34471,-0.933933,-1.17837,-0.846985,2.89813,9.71621,0.75365,2.87569
-34.2798,0.980949,0.199121,4,31,0,37.2061,-0.350867,-0.905328,0.549099,-0.191458,3.01998,9.89897,0.810209,2.96612
-37.3334,0.767679,0.435531,2,7,0,37.8703,-0.975634,-0.895072,-0.539623,0.160606,2.9428,9.9645,0.774087,3.01585
-34.4014,1,0.315791,3,15,0,38.2578,-0.13843,-0.915748,0.903506,0.218388,3.04668,9.83239,0.822327,3.02409
-34.0106,0.990896,0.417184,2,7,0,35.8198,-0.403287,-0.93749,-0.148479,0.206169,3.01343,9.69348,0.786876,3.02235
-34.7747,0.962181,0.348643,4,15,0,36.6208,0.672783,-0.887191,1.10101,0.299195,3.15084,10.0149,0.829159,3.03566
-35.3611,0.987927,0.182601,5,31,0,37.6157,-1.23396,-0.967283,0.441355,0.177935,2.91146,9.50313,0.80656,3.01832
-36.9357,0.996639,0.22083,3,7,0,37.5595,-2.03716,-0.986936,0.0465881,0.494616,2.81615,9.37756,0.793332,3.06381
-34.2654,0.985366,0.289011,4,15,0,41.3034,-0.831497,-0.897811,-0.683493,-0.969664,2.96043,9.947,0.769436,2.85907
-34.7055,0.908965,0.246016,4,15,0,39.1819,-0.256781,-0.902347,0.0279072,0.403017,3.03178,9.91802,0.792711,3.05058
-34.7413,0.997422,0.270184,3,7,0,36.2084,1.76139,-0.879196,0.429839,-0.0653099,3.29623,10.0659,0.806171,2.98384
-33.4297,0.993722,0.266505,4,15,0,35.8882,-0.445629,-0.892989,-0.26435,-0.409914,3.00814,9.97781,0.783065,2.93567
-33.5212,0.976775,0.444088,3,7,0,33.8984,0.653642,-0.91164,0.155282,0.172987,3.14834,9.85864,0.796952,3.01762
-33.8714,0.825091,0.341828,3,11,0,36.1356,0.56844,-0.899074,0.646717,0.55454,3.13724,9.93893,0.813529,3.07249
-33.9262,0.970983,0.331765,4,15,0,36.4612,-0.386002,-0.9481,0.000860722,-0.25777,3.01558,9.62569,0.791814,2.95684
-33.997,0.972062,0.378394,3,9,0,34.9324,0.830684,-0.873597,-0.413008,-0.464843,3.17152,10.1017,0.778204,2.92806
-33.4868,0.930659,0.384534,4,15,0,35.5829,0.208164,-0.919717,0.537305,0.413721,3.09075,9.80703,0.809809,3.05212
-34.6305,0.981877,0.177543,3,7,0,34.9032,0.547472,-0.946288,0.648122,0.419059,3.13452,9.63727,0.813577,3.05289
-35.8925,0.828876,0.336808,3,11,0,38.3338,-0.82304,-0.889072,0.554464,0.789892,2.96146,10.0028,0.810391,3.10684
