# stan_version_major = 2
# stan_version_minor = 20
# stan_version_patch = 0
# model = JuliaConExamp_Stan_JuliaConBayInfStan_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
# id = 3
# data
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStan_3.data.R
# init = 2 (Default)
# random
#   seed = -1 (Default)
# output
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStan_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,n1,KM2,d2,km,theta.1,theta.2,theta.3,theta.4
# Adaptation terminated
# Step size = 0.24263
# Diagonal elements of inverse mass matrix:
# 0.0076727, 1.17738, 0.0133012, 0.00717411
-64.019,0.929403,0.198457,3,15,0,67.34,0.109471,0.426432,1.1663,-0.0235085,3.10947,18.5916,0.793659,2.97649
-65.066,0.79788,0.271191,2,3,0,66.6798,0.0904489,0.693441,1.12729,0.00574056,3.09045,20.5274,0.784004,3.00574
-63.991,0.958651,0.260293,4,31,0,65.9926,0.142738,0.838758,1.15291,-0.011795,3.14274,21.581,0.790346,2.9882
-64.2132,0.973321,0.152246,5,31,0,65.4486,0.00184611,-0.282477,1.19293,0.0588967,3.00185,13.452,0.80025,3.0589
-64.946,0.982892,0.21814,4,15,0,66.2906,0.0299562,-0.542149,1.08034,-0.0768501,3.02996,11.5694,0.772383,2.92315
-65.2889,0.988721,0.166572,4,31,0,67.006,-0.0184639,0.368276,1.17635,-0.00493786,2.98154,18.17,0.796147,2.99506
-65.0622,0.98321,0.259215,3,7,0,66.8838,-0.0531366,-0.611224,1.15373,-0.0091583,2.94686,11.0686,0.790549,2.99084
-65.7362,0.993804,0.148794,5,31,0,67.5181,0.233852,1.63987,1.23717,0.0832542,3.23385,27.3891,0.811201,3.08325
-69.1962,0.903839,0.145407,3,7,0,69.7382,0.204866,1.74702,1.22201,0.145606,3.20487,28.1659,0.807447,3.14561
-67.7489,0.998924,0.225711,4,15,0,70.397,0.298543,1.70505,1.26365,0.170414,3.29854,27.8616,0.817753,3.17041
-66.7699,1,0.143714,2,3,0,67.7728,0.29986,1.68057,1.27302,0.150471,3.29986,27.6841,0.820072,3.15047
-66.3374,0.966978,0.306997,4,15,0,68.9881,0.195152,-0.83879,1.23995,0.115023,3.19515,9.41877,0.811888,3.11502
-66.0158,0.976552,0.194816,3,15,0,68.5041,0.114333,-1.17299,1.27848,0.101661,3.11433,6.99582,0.821423,3.10166
-67.702,0.988112,0.160387,3,15,0,71.7625,0.058956,-1.71545,1.27554,0.176483,3.05896,3.06297,0.820697,3.17648
-64.9064,0.998957,0.235292,4,15,0,68.1009,0.0566002,0.707284,1.28215,0.135068,3.0566,20.6278,0.822331,3.13507
-67.8644,0.850248,0.259621,3,11,0,69.1005,0.193931,-1.14583,1.31301,0.19636,3.19393,7.19277,0.829969,3.19636
-66.7792,0.992089,0.311323,2,7,0,68.2873,0.161206,-0.94315,1.3421,0.20509,3.16121,8.66217,0.837169,3.20509
-66.6776,0.995609,0.211846,4,15,0,67.8883,-0.0608943,-0.281806,1.32902,0.156764,2.93911,13.4569,0.833932,3.15676
-65.5186,0.997973,0.203434,4,15,0,67.609,0.182478,-0.203291,1.32533,0.179138,3.18248,14.0261,0.833019,3.17914
-63.9461,0.999319,0.281116,4,15,0,66.6287,0.134394,0.461719,1.27912,0.142685,3.13439,18.8475,0.821582,3.14269
-64.4402,0.980061,0.129549,3,15,0,65.1084,0.147783,0.252273,1.2806,0.100676,3.14778,17.329,0.821949,3.10068
-63.8903,0.999656,0.185295,3,15,0,66.6553,0.124874,0.189814,1.26163,0.0879454,3.12487,16.8762,0.817254,3.08795
-64.4181,0.993933,0.321666,4,15,0,65.077,0.118978,0.535126,1.12249,-0.0657005,3.11898,19.3797,0.782815,2.9343
-65.012,0.951013,0.197925,2,3,0,65.1907,0.122324,0.63753,1.12858,-0.0760195,3.12232,20.1221,0.784324,2.92398
-66.5243,0.982806,0.135238,4,31,0,68.1914,0.181931,-0.64633,1.13051,0.0173184,3.18193,10.8141,0.784802,3.01732
-66.9106,0.978122,0.35709,3,15,0,68.804,0.118641,-1.33884,1.17271,-0.0226173,3.11864,5.79342,0.795245,2.97738
-67.2318,0.995137,0.22206,4,15,0,69.5397,-0.0709373,-1.69341,1.15978,0.001969,2.92906,3.22277,0.792046,3.00197
-63.6369,0.876659,0.323945,3,7,0,67.944,0.131464,0.679851,1.18467,0.0364793,3.13146,20.4289,0.798205,3.03648
-63.9534,0.896825,0.332903,3,11,0,64.6298,0.137381,-0.000422643,1.24462,0.0723373,3.13738,15.4969,0.813044,3.07234
-64.407,0.995846,0.178396,4,31,0,65.5475,0.0711843,0.076421,1.13518,-0.0630823,3.07118,16.0541,0.785957,2.93692
-64.4688,0.984687,0.240292,4,15,0,66.4474,-0.0102159,0.0931904,1.20394,0.0289731,2.98978,16.1756,0.802976,3.02897
-65.2953,0.822299,0.352149,3,7,0,66.5025,0.000760709,-1.24643,1.14047,0.00254157,3.00076,6.46337,0.787267,3.00254
-64.3989,0.991294,0.269738,4,15,0,65.748,0.215678,0.480255,1.18174,0.0336672,3.21568,18.9818,0.79748,3.03367
-64.0605,0.893607,0.347229,3,15,0,65.7175,0.047686,0.427935,1.16435,0.0166561,3.04769,18.6025,0.793177,3.01666
