# stan_version_major = 2
# stan_version_minor = 20
# stan_version_patch = 0
# model = JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq2_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
# id = 1
# data
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq2_1.data.R
# init = 2 (Default)
# random
#   seed = -1 (Default)
# output
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq2_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,n1,KM2,d2,km,theta.1,theta.2,theta.3,theta.4
# Adaptation terminated
# Step size = 0.29802
# Diagonal elements of inverse mass matrix:
# 0.890054, 0.00106691, 0.474116, 0.383648
-34.4005,0.960615,0.297677,4,15,0,35.6169,-1.11699,-0.910163,-0.418773,-0.81382,2.92561,9.86808,0.778016,2.8802
-35.5117,0.9666,0.393136,3,7,0,35.8459,0.614461,-0.938323,-0.940432,-1.27671,3.14323,9.68816,0.761199,2.81791
-35.0911,1,0.373955,2,3,0,35.5382,0.501787,-0.935708,-0.938583,-1.2288,3.12859,9.70487,0.761258,2.82429
-36.7259,0.9762,0.24525,4,15,0,40.6505,-0.931146,-0.857356,1.01956,0.162572,2.94823,10.2055,0.826335,3.01613
-35.0398,1,0.159504,3,7,0,37.0644,-0.194071,-0.856945,0.547665,0.300394,3.03966,10.2081,0.81016,3.03583
-37.1256,0.983566,0.175173,4,15,0,38.0932,0.293867,-0.842434,1.38639,0.291294,3.10175,10.3008,0.83913,3.03453
-35.0347,0.996909,0.258846,4,15,0,38.002,1.41486,-0.924249,0.652302,0.285354,3.24923,9.77808,0.813719,3.03368
-34.4401,0.963478,0.178998,3,7,0,37.2359,1.5321,-0.910209,0.205555,0.00781102,3.26506,9.86779,0.798632,2.99417
-36.0673,0.86835,0.337208,4,15,0,37.4653,1.79967,-0.889273,-0.473522,-0.158616,3.30146,10.0015,0.776234,2.97072
-34.0869,0.974049,0.262101,2,3,0,36.597,1.41083,-0.901437,-0.208085,-0.410681,3.24869,9.92383,0.784913,2.93556
-33.4415,0.989619,0.235144,3,15,0,34.9481,0.59623,-0.919785,0.0885716,0.0765106,3.14086,9.8066,0.794728,3.0039
