# stan_version_major = 2
# stan_version_minor = 20
# stan_version_patch = 0
# model = JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
# id = 4
# data
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_4.data.R
# init = 2 (Default)
# random
#   seed = -1 (Default)
# output
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStanOEDMCSeq1_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,n1,KM2,d2,km,theta.1,theta.2,theta.3,theta.4
# Adaptation terminated
# Step size = 0.157714
# Diagonal elements of inverse mass matrix:
# 0.0171471, 2.28634, 0.0407316, 0.0186616
-32.9438,0.930345,0.137803,4,15,0,34.6228,0.317939,1.38276,1.07045,-0.142204,3.31794,25.525,0.769937,2.8578
-30.3512,0.976635,0.173537,4,15,0,33.4116,0.202859,0.605219,1.15238,-0.0189666,3.20286,19.8878,0.790215,2.98103
-30.4167,0.988057,0.120029,4,31,0,32.4785,-0.0651962,0.355965,1.11456,-0.0345906,2.9348,18.0807,0.780853,2.96541
-31.1677,0.99017,0.136834,3,7,0,31.4203,-0.0508061,0.789579,1.136,-0.0697162,2.94919,21.2244,0.78616,2.93028
-30.4791,0.998002,0.155745,3,15,0,32.7835,-0.0412052,0.511498,1.11196,-0.0877156,2.95879,19.2084,0.780209,2.91228
-30.8723,0.999334,0.150583,4,15,0,31.3168,0.111463,-0.551541,0.987165,-0.15879,3.11146,11.5013,0.749323,2.84121
-32.16,0.999562,0.217312,4,15,0,33.0704,-0.117007,0.0277865,0.939068,-0.272365,2.88299,15.7015,0.737419,2.72764
-32.141,0.990121,0.133877,2,3,0,32.4114,-0.122681,-0.0288055,0.94924,-0.265453,2.87732,15.2912,0.739937,2.73455
-31.7443,1,0.0874998,3,7,0,32.21,-0.114208,-0.112126,0.947713,-0.254297,2.88579,14.6871,0.739559,2.7457
-32.0795,0.989024,0.13779,4,15,0,33.2003,-0.0611741,-0.701101,0.891268,-0.287393,2.93883,10.417,0.725589,2.71261
-32.7477,0.992691,0.0998185,5,31,0,34.6194,0.00909359,-1.69051,1.01078,-0.163705,3.00909,3.24378,0.755169,2.83629
-32.7278,0.998977,0.108706,3,7,0,32.8537,0.01924,-1.67532,1.01452,-0.16522,3.01924,3.35392,0.756093,2.83478
-30.7076,0.99805,0.161874,4,15,0,33.2956,-0.133899,-0.272951,1.10778,-0.0751468,2.8661,13.5211,0.779176,2.92485
-30.2337,0.919507,0.193197,3,15,0,31.9281,-0.00324447,-0.676703,1.11898,-0.00995401,2.99676,10.5939,0.781948,2.99005
-29.9744,0.890434,0.148084,3,7,0,31.9318,0.00850135,-0.610193,1.14754,-0.0395571,3.0085,11.0761,0.789016,2.96044
-29.9295,0.996736,0.192235,5,31,0,30.1904,0.096754,-0.0869383,1.1167,-0.0741949,3.09675,14.8697,0.781383,2.92581
-29.89,0.96879,0.142368,2,7,0,30.7099,0.102826,0.402341,1.12131,-0.068233,3.10283,18.417,0.782524,2.93177
-31.5341,0.994206,0.173052,4,15,0,32.5534,-0.0886456,-0.732679,0.974173,-0.23566,2.91135,10.1881,0.746108,2.76434
-31.3564,0.998974,0.172433,5,31,0,33.3985,0.25212,0.068259,1.06843,-0.116983,3.25212,15.9949,0.769436,2.88302
-31.0184,1,0.231431,3,15,0,33.0791,-0.0251615,0.395113,1.32226,0.148733,2.97484,18.3646,0.832259,3.14873
-32.143,0.965252,0.111743,3,7,0,32.3717,-0.0281823,0.465286,1.2846,0.187762,2.97182,18.8733,0.822938,3.18776
-32.8599,0.980161,0.139608,4,31,0,37.9126,0.290368,1.711,1.17466,-0.0112164,3.29037,27.9048,0.795728,2.98878
-30.9565,0.929026,0.215769,4,15,0,34.128,-0.0969418,0.313182,1.12035,-0.0185764,2.90306,17.7706,0.782288,2.98142
