# stan_version_major = 2
# stan_version_minor = 20
# stan_version_patch = 0
# model = JuliaConExamp_Stan_JuliaConBayInfStan_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
# id = 1
# data
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStan_1.data.R
# init = 2 (Default)
# random
#   seed = -1 (Default)
# output
#   file = e:\UNI\D_Drive\PhD\Year_1\2022_06_23_JuliaCon2022\tmp\JuliaConExamp_Stan_JuliaConBayInfStan_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,n1,KM2,d2,km,theta.1,theta.2,theta.3,theta.4
# Adaptation terminated
# Step size = 0.176485
# Diagonal elements of inverse mass matrix:
# 0.00889332, 1.49115, 0.0174788, 0.00778331
-63.9982,0.998747,0.158579,4,15,0,65.2082,0.13318,0.240659,1.13935,0.00519627,3.13318,17.2448,0.786988,3.0052
-64.4585,0.983063,0.22349,4,15,0,65.279,0.00440013,-0.732711,1.15727,0.0232944,3.0044,10.1878,0.791424,3.02329
-63.7369,0.997577,0.248999,4,15,0,64.8358,0.0968329,0.48984,1.23667,0.062894,3.09683,19.0513,0.811077,3.06289
-63.9612,0.996577,0.106946,4,31,0,65.2999,0.00547832,-0.602943,1.2043,0.0612422,3.00548,11.1287,0.803064,3.06124
-63.3967,0.996972,0.211347,4,15,0,64.3657,0.0821992,0.150118,1.17637,0.0283778,3.0822,16.5884,0.796152,3.02838
-64.0902,0.924398,0.227289,4,15,0,64.6611,0.0729049,-0.429067,1.28815,0.122573,3.0729,12.3893,0.823818,3.12257
-63.996,0.996127,0.0900886,4,31,0,65.18,0.0510141,0.118301,1.26653,0.131891,3.05101,16.3577,0.818466,3.13189
-64.9414,0.974403,0.213705,3,15,0,65.5859,0.00568207,0.29848,1.25824,0.0729236,3.00568,17.664,0.816415,3.07292
-65.3208,0.975448,0.102228,4,15,0,67.4449,0.0785342,-0.898094,1.15618,0.0479074,3.07853,8.98882,0.791156,3.04791
-65.8549,0.829975,0.208499,3,11,0,69.0794,0.00659999,0.493762,1.27267,0.07365,3.0066,19.0798,0.819985,3.07365
-68.5479,0.970911,0.192671,3,7,0,70.212,-0.0680773,0.43846,1.28634,0.0800081,2.93192,18.6788,0.82337,3.08001
-69.7739,0.996713,0.2149,4,23,0,70.6083,0.178281,-1.30381,1.10925,-0.0978463,3.17828,6.04736,0.779539,2.90215
-65.6835,0.985918,0.242002,3,7,0,71.5476,0.0728361,-0.888,1.07388,-0.095903,3.07284,9.062,0.770786,2.9041
-67.6556,0.91746,0.146132,4,15,0,70.3793,-0.00409453,1.02532,1.11397,-0.0719568,2.99591,22.9335,0.780708,2.92804
-64.1301,0.987493,0.220391,3,7,0,69.9596,0.155361,0.928148,1.14895,-0.01299,3.15536,22.2291,0.789365,2.98701
-64.6124,0.960413,0.17762,5,31,0,66.0902,0.196903,0.630837,1.29234,0.134277,3.1969,20.0736,0.824853,3.13428
-63.8683,0.961219,0.214525,4,23,0,65.6593,0.132268,0.751962,1.227,0.0550814,3.13227,20.9517,0.808683,3.05508
-64.3515,0.99981,0.250328,4,15,0,64.9694,0.137756,-0.155181,1.29555,0.163187,3.13776,14.3749,0.825648,3.16319
-64.4192,0.99812,0.147303,4,31,0,65.8229,0.0362788,-0.155761,1.10981,-0.0754279,3.03628,14.3707,0.779678,2.92457
-64.0126,0.940648,0.199917,3,15,0,65.9287,0.0657707,-0.554273,1.19613,0.073166,3.06577,11.4815,0.801042,3.07317
-63.8678,0.967039,0.218559,5,31,0,64.8809,0.152785,0.381637,1.18927,0.0634034,3.15279,18.2669,0.799344,3.0634
-63.8556,0.840929,0.256637,3,11,0,65.5658,0.0585136,-0.226992,1.18865,-0.000200514,3.05851,13.8543,0.799191,2.9998
-64.4535,0.991444,0.169993,4,15,0,65.1694,0.0829212,0.270617,1.11191,-0.0209545,3.08292,17.462,0.780198,2.97905
-65.5102,0.945968,0.191981,4,15,0,67.2348,-0.00563445,-1.11314,1.12887,-0.0675602,2.99437,7.42977,0.784394,2.93244
-69.6669,0.972012,0.219697,4,31,0,71.6994,0.0456232,-1.98054,1.2515,0.0818245,3.04562,1.14107,0.814746,3.08182
-64.3221,0.992782,0.213977,4,31,0,71.8384,0.066923,-0.896759,1.26091,0.123657,3.06692,8.9985,0.817074,3.12366
-63.8066,0.999062,0.244187,3,15,0,64.5653,0.0422142,0.306431,1.21665,0.0488658,3.04221,17.7216,0.806122,3.04887
-65.59,0.975274,0.0988369,3,7,0,65.6876,0.0233166,0.58678,1.22774,0.0206591,3.02332,19.7542,0.808865,3.02066
-66.8757,0.934626,0.205315,4,19,0,68.5092,0.04842,0.679516,1.25318,0.0213156,3.04842,20.4265,0.815163,3.02132
-63.9645,0.990002,0.250594,2,7,0,67.382,0.0581417,0.425939,1.23924,0.0645857,3.05814,18.5881,0.811712,3.06459
-64.0174,0.903064,0.254471,2,3,0,64.821,0.0829415,0.230474,1.24517,0.056376,3.08294,17.1709,0.813179,3.05638
-66.7724,0.861958,0.255002,4,31,0,67.1517,0.151627,1.19737,1.23312,0.00734329,3.15163,24.181,0.810198,3.00734
-64.6267,0.957697,0.179155,3,15,0,70.3313,0.0157361,-0.265732,1.22653,0.112258,3.01574,13.5734,0.808565,3.11226
-66.3955,0.844429,0.261496,2,7,0,67.1519,0.0259114,0.21871,1.25458,0.0236388,3.02591,17.0856,0.815508,3.02364
-65.7686,0.998502,0.11211,4,23,0,67.2287,0.0697526,-0.8516,1.1803,-0.0336064,3.06975,9.3259,0.797123,2.96639
-65.493,0.948069,0.235069,3,11,0,68.4823,0.0544693,-0.00851175,1.16352,0.0688832,3.05447,15.4383,0.79297,3.06888
-66.9543,0.968186,0.101419,3,7,0,68.7116,0.0491062,-0.495363,1.14657,0.0692809,3.04911,11.9086,0.788775,3.06928
-64.5947,0.999712,0.092957,3,7,0,67.4172,0.066686,-0.266577,1.16082,0.0515811,3.06669,13.5673,0.792304,3.05158
-65.3362,0.971558,0.15091,3,7,0,66.6513,0.0684722,-1.00268,1.21208,0.0120818,3.06847,8.23059,0.80499,3.01208
-65.4789,0.996978,0.209123,4,15,0,67.3409,0.0593572,-1.4981,1.19886,0.0381777,3.05936,4.63874,0.801719,3.03818
