Switchingtimes,FinalTime,IPTGpre,IPTG
0,960.0166667,1,50
88.42833333,960.0166667,1,0
118.4283333,960.0166667,1,50
208.4333333,960.0166667,1,0
238.4333333,960.0166667,1,50
328.4333333,960.0166667,1,0
358.4333333,960.0166667,1,50
448.4333333,960.0166667,1,0
478.4333333,960.0166667,1,50
568.4333333,960.0166667,1,0
598.4333333,960.0166667,1,50
688.4333333,960.0166667,1,0
718.4333333,960.0166667,1,50
