x1,x2,x3,x4
3.01647,14.3192,0.791109,2.94365
3.11383,14.0817,0.793292,2.9765
3.17584,20.8858,0.812832,3.00859
3.02137,9.89832,0.806705,2.96906
3.04324,9.41902,0.801412,2.9823
3.06885,9.70894,0.777588,3.0316
3.11175,9.3266,0.829222,3.09669
3.0691,8.90734,0.822613,3.11378
3.05995,9.31535,0.81893,3.1416
3.28433,21.2629,0.792101,3.00821
3.14308,24.1906,0.788185,2.95512
3.16901,21.9231,0.788606,2.96589
3.20331,18.4899,0.786247,2.97248
3.04703,13.0729,0.7878,2.95192
3.05833,10.1522,0.786769,2.99389
3.12198,10.4027,0.812963,3.05012
3.17096,16.6099,0.803109,3.04923
3.09222,12.6673,0.780844,2.96155
3.02325,13.5824,0.781705,2.94281
3.22033,17.8429,0.792717,3.0399
3.0921,5.61805,0.811445,3.13778
3.08557,4.53648,0.806365,3.13507
3.09166,4.84216,0.820416,3.0596
3.03929,4.91694,0.822569,3.16347
3.10013,25.4426,0.784277,2.96348
3.1455,12.9667,0.782306,2.96598
3.05145,19.3383,0.797133,2.98388
3.06,11.8903,0.746476,2.74945
3.0307,14.2118,0.752595,2.84081
3.02921,9.79732,0.827207,3.07136
3.04217,9.46878,0.825464,3.08781
3.02673,12.349,0.820424,3.10168
3.10291,18.8117,0.812579,3.07612
3.12337,13.4953,0.817013,3.12717
3.01933,10.8365,0.828462,3.15474
3.06268,12.1904,0.794013,2.99717
2.99407,11.946,0.792343,2.98786
3.17619,20.009,0.806232,3.07404
3.14902,20.4973,0.798162,3.03602
3.22023,19.2239,0.793979,3.00909
3.14829,15.595,0.792389,2.99478
3.04906,17.5644,0.814826,3.06216
3.07907,14.1279,0.81532,3.17318
3.18552,20.1147,0.827706,3.08991
3.2357,21.2852,0.810341,3.16214
3.10034,8.49102,0.841989,3.18826
3.03531,12.1347,0.857996,3.32899
2.97824,12.4235,0.861417,3.32953
3.16538,16.6562,0.859033,3.27278
3.09988,8.18806,0.84377,3.26874
