time,Cit_mrna_Theta_1,Cit_foldedP_Theta_1,Cit_fluo_Theta_1,Cit_AU_Theta_1
0.0,0.31736144636688673,18.831189670269378,11.950717894781173,823.0095719550026
10.0,2.37567186984829,46.01528736152132,13.629199316177315,938.6014793466846
20.0,3.3846081440284355,94.73328500830875,21.45330145574133,1477.423582713949
30.0,3.8791654245068417,140.81373678458826,34.95884119102557,2407.5090030560623
40.0,4.1215859915091455,177.32612303984126,51.61299235221453,3554.429710173551
50.0,4.240414959842902,203.95789883006154,69.05353718980989,4755.506956563878
60.0,4.298662177972047,222.49067938570923,85.66417331157177,5899.430915344757
70.0,4.3272136202194895,235.0113728883215,100.54893828398217,6924.499380390185
80.0,4.341208878473385,243.30415713568874,113.3418167529075,7805.505988150582
90.0,4.348069030957254,248.72106737143778,124.01318370824643,8540.410554337654
100.0,4.351431719591021,252.22433154785486,132.72057490363122,9140.062086877626
110.0,4.353080031879798,254.47346560885714,139.7078481762342,9621.254332887287
120.0,4.353887996500681,255.9095792704841,145.24319925756498,10002.457116199252
130.0,4.354284042129803,256.8228025774751,149.58452165388732,10301.43077774608
140.0,4.354478174568961,257.4017090074946,152.96247672946132,10534.06026371574
150.0,4.354573333842941,257.7678109779944,155.5742711677755,10713.926598243652
160.0,4.354619978682734,257.9989100197327,157.58344626227236,10852.292372506185
170.0,4.354642842936471,258.1445830181844,159.12271128971253,10958.296870521493
180.0,4.3546540504486115,258.2363071913627,160.29804306498943,11039.238393013475
190.0,4.354659544118764,258.294013009194,161.1930489046047,11100.87472142858
200.0,4.354662236992154,258.3302931272061,161.87307226203987,11147.705860549228
210.0,4.3546635569759,258.3530910198675,162.38880821373922,11183.223026010495
220.0,4.354664204001192,258.36741115457846,162.77935859580123,11210.119042266397
230.0,4.354664521157963,258.3764033184585,163.07474282088805,11230.461254909298
240.0,4.35466467662081,258.3820484724328,163.2979210080972,11245.830857467225
250.0,4.354664752825334,258.38559175074147,163.4664005876662,11257.433533380508
260.0,4.354664790179236,258.38781542272926,163.59349811111906,11266.18635302653
270.0,4.3546648084890975,258.3892107796497,163.6893218737402,11272.785443939085
280.0,4.354664817464216,258.3900862898486,163.76153211025883,11277.758343171683
290.0,4.354664821863623,258.39063558639793,163.81592591131133,11281.504278714248
300.0,4.35466482402012,258.3909801965889,163.85688539051029,11284.32503339525
310.0,4.354664825077163,258.3911963837585,163.88771999505937,11286.44851877201
320.0,4.354664825595326,258.39133200272767,163.91092714788175,11288.046724760872
330.0,4.354664825849317,258.39141707665624,163.9283902395166,11289.24935473657
340.0,4.35466482597381,258.39147044240764,163.9415288805419,11290.154172959335
350.0,4.354664826034837,258.3915039176329,163.95141262982304,11290.834836693246
360.0,4.354664826064751,258.3915249157252,163.9588470060732,11291.346819560657
370.0,4.354664826079415,258.39153808713155,163.96443848779288,11291.731887890212
380.0,4.354664826086601,258.3915463490614,163.96864358071394,11292.02147984238
390.0,4.354664826090125,258.39155153143895,163.97180583134644,11292.239254419806
400.0,4.354664826091852,258.3915547821188,163.9741837316498,11292.403013177067
410.0,4.354664826092698,258.3915568210923,163.9759717460201,11292.52614828531
420.0,4.354664826093114,258.3915580999878,163.97731615222048,11292.618733448915
430.0,4.354664826093315,258.39155890217074,163.97832698033056,11292.688346104616
440.0,4.3546648260934155,258.39155940540485,163.9790869880992,11292.74068552672
450.0,4.354664826093464,258.39155972104504,163.97965839511886,11292.78003658921
460.0,4.3546648260934875,258.39155991897843,163.98008798454654,11292.809621105731
470.0,4.354664826093501,258.3915600431833,163.98041096704893,11292.831863927742
480.0,4.354664826093506,258.3915601210759,163.9806537869999,11292.848586198796
490.0,4.35466482609351,258.39156016991757,163.9808363317415,11292.861157499612
500.0,4.3546648260935115,258.3915602005821,163.98097357886314,11292.870609291198
510.0,4.354664826093513,258.3915602197865,163.98107674678485,11292.877714151997
520.0,4.354664826093512,258.3915602318599,163.98115431971968,11292.883056363942
530.0,4.354664826093512,258.39156023941,163.9812126246939,11292.887071650079
540.0,4.354664826093512,258.39156024416474,163.98125646943896,11292.890091104238
550.0,4.354664826093512,258.3915602471333,163.9812894193604,11292.892360265052
560.0,4.354664826093512,258.39156024900427,163.9813141993089,11292.894066784693
570.0,4.354664826093512,258.39156025017485,163.98133282312696,11292.895349350365
580.0,4.354664826093512,258.3915602509068,163.98134682260505,11292.896313451818
590.0,4.354664826093512,258.39156025137135,163.98135735401044,11292.897038717656
600.0,4.354664826093512,258.39156025165767,163.98136526221896,11292.89758333191
610.0,4.354664826093512,258.3915602518397,163.98137121271463,11292.897993124438
620.0,4.354664826093512,258.3915602519549,163.98137568789755,11292.898301316665
630.0,4.354664826093512,258.3915602520246,163.9813790453732,11292.898532535795
640.0,4.354664826093512,258.3915602520696,163.98138157368663,11292.898706653048
650.0,4.354664826093512,258.3915602520987,163.98138347725532,11292.89883774603
660.0,4.354664826093512,258.39156025211594,163.98138490301164,11292.898935933528
670.0,4.354664826093512,258.3915602521265,163.98138597429502,11292.899009709556
680.0,4.354664826093512,258.391560252134,163.98138678498688,11292.899065539435
690.0,4.354664826093512,258.3915602521386,163.98138739307856,11292.899107416859
700.0,4.354664826093512,258.39156025214106,163.98138784656584,11292.899138647148
710.0,4.354664826093512,258.3915602521426,163.98138818787004,11292.899162151729
720.0,4.354664826093512,258.39156025214396,163.98138844825047,11292.899180083337
730.0,4.354664826093512,258.39156025214487,163.981388643693,11292.899193542871
740.0,4.354664826093512,258.3915602521451,163.98138878822584,11292.899203496407
750.0,4.354664826093512,258.39156025214504,163.98138889540664,11292.899210877622
760.0,4.354664826093512,258.39156025214527,163.98138897790966,11292.899216559354
770.0,4.354664826093512,258.39156025214544,163.98138904174388,11292.899220955424
780.0,4.354664826093512,258.39156025214555,163.98138908937477,11292.899224235616
790.0,4.354664826093512,258.39156025214567,163.98138912380745,11292.89922660689
800.0,4.354664826093512,258.3915602521458,163.98138914847496,11292.899228305667
810.0,4.354664826093512,258.39156025214584,163.9813891672382,11292.899229597835
820.0,4.354664826093512,258.39156025214584,163.9813891830085,11292.899230683886
830.0,4.354664826093512,258.3915602521459,163.98138919541685,11292.899231538413
840.0,4.354664826093512,258.3915602521459,163.98138920452243,11292.899232165486
850.0,4.354664826093512,258.3915602521459,163.98138921068715,11292.899232590033
860.0,4.354664826093512,258.39156025214584,163.981389214562,11292.899232856882
870.0,4.354664826093512,258.3915602521458,163.98138921708684,11292.89923303076
880.0,4.354664826093512,258.3915602521458,163.98138921948873,11292.899233196169
890.0,4.354664826093512,258.3915602521458,163.9813892221426,11292.899233378934
900.0,4.354664826093512,258.3915602521458,163.98138922441757,11292.899233535603
910.0,4.354664826093512,258.3915602521458,163.98138922612392,11292.899233653116
920.0,4.354664826093512,258.3915602521457,163.9813892271811,11292.899233725919
930.0,4.354664826093512,258.39156025214567,163.98138922761765,11292.899233755985
940.0,4.354664826093512,258.39156025214567,163.98138922757138,11292.899233752796
950.0,4.354664826093512,258.39156025214567,163.9813892272891,11292.899233733357
960.0,4.354664826093512,258.39156025214567,163.98138922712684,11292.899233722184
970.0,4.354664826093512,258.3915602521457,163.98138922749234,11292.899233747354
980.0,4.354664826093512,258.3915602521462,163.98138922814053,11292.899233791992
990.0,4.354664826093512,258.39156025214675,163.98138922880614,11292.89923383783
1000.0,4.354664826093512,258.3915602521472,163.98138922935593,11292.899233875693
1010.0,4.354664826093512,258.3915602521474,163.98138922970017,11292.899233899401
1020.0,4.354664826093512,258.39156025214737,163.98138922979274,11292.899233905775
1030.0,4.354664826093512,258.3915602521469,163.98138922963102,11292.899233894637
