x1,x2,x3,x4
2.99047,16.2948,0.81712,3.10816
3.04757,5.96738,0.787675,2.97592
2.98634,17.2384,0.821768,3.06454
3.09662,12.8709,0.760455,2.81523
3.03254,11.9657,0.78665,2.94013
3.16955,12.4668,0.785234,2.94069
3.0723,16.9437,0.764252,2.90964
3.0428,20.7097,0.778075,3.01025
2.93871,21.2496,0.798637,3.01935
3.26351,14.1624,0.779401,2.95186
3.24023,16.2265,0.757484,2.87107
3.1157,8.98868,0.797157,3.07157
3.06568,10.4232,0.809785,3.02729
3.09899,10.8261,0.799929,3.08771
3.10279,11.8959,0.814245,3.03686
3.00158,3.70125,0.777122,2.98532
3.21575,23.9103,0.7828,2.93093
3.17108,18.561,0.786503,3.02649
3.1798,15.4135,0.755215,2.89741
3.08207,11.6231,0.823391,3.08604
2.83704,19.3844,0.811025,3.11864
3.14129,6.50219,0.75968,2.82252
2.95357,12.0435,0.807546,3.10433
3.05738,10.2197,0.761262,2.85332
3.11058,14.4399,0.807151,3.06123
3.01676,15.1838,0.823598,3.16356
3.04227,13.6402,0.797169,2.96526
3.07023,10.1033,0.795585,2.92876
3.01716,13.5686,0.746867,2.87671
3.06081,23.1892,0.752369,2.80007
3.09561,16.7363,0.793744,3.03995
3.06928,17.5504,0.799476,3.0329
3.08687,15.6516,0.793325,2.95954
3.10573,16.3158,0.793068,2.96661
3.30093,21.5714,0.796132,2.99414
3.14543,16.8582,0.781397,3.0047
3.14743,12.708,0.80601,3.0177
3.10328,7.58928,0.794576,3.06456
2.88262,19.4024,0.766948,2.93016
2.90748,19.7648,0.779498,2.89694
3.06617,9.23174,0.786424,2.99695
3.22404,7.11188,0.79689,2.96441
3.20979,5.9692,0.798274,3.01908
3.17882,24.0747,0.806441,3.03806
3.30809,18.3945,0.767137,2.90783
3.24787,26.9287,0.793247,2.97595
3.2163,20.0172,0.782036,2.93159
3.10108,16.5336,0.791903,3.0272
3.07383,17.2571,0.780229,2.98242
3.32108,20.5131,0.771296,2.85748
3.33042,19.565,0.774983,2.84161
3.21902,14.8577,0.785138,2.91122
3.25068,19.718,0.772648,2.98547
3.09364,19.4664,0.761498,2.91337
3.11804,17.2949,0.754647,2.82329
3.04051,14.1086,0.786884,2.99344
3.20173,9.35775,0.757404,2.847
3.0168,24.6671,0.807357,3.08056
3.10657,24.0198,0.782142,2.91392
3.02282,12.0063,0.772813,2.80697
3.18312,23.9288,0.864434,3.3616
3.19036,25.1708,0.721144,2.71687
3.40286,24.1745,0.767033,2.93251
2.96752,1.55717,0.764306,2.92203
3.29405,29.2774,0.798643,3.04128
3.09407,29.0895,0.753326,2.8334
3.17387,16.3423,0.793261,2.98973
3.14204,25.9859,0.776201,2.9089
3.13242,22.2709,0.761639,2.89696
2.94753,16.1229,0.777872,2.95008
3.04852,19.0092,0.774386,2.8882
3.02287,10.0365,0.808285,3.12404
2.95984,15.8658,0.745435,2.82401
2.98757,17.1672,0.716614,2.69393
3.25604,23.2468,0.814611,3.15826
3.32433,24.3221,0.85569,3.21931
3.08708,22.5275,0.821089,3.1859
3.18844,14.9626,0.845758,3.21111
3.25894,27.3417,0.805883,3.09787
3.04468,23.3629,0.81518,3.14744
3.21417,14.4543,0.803551,3.04535
3.0837,16.2409,0.769985,2.86997
2.9848,21.1119,0.758688,2.83069
3.03747,5.61998,0.746513,2.81014
3.02628,23.2768,0.864368,3.27443
3.05654,18.6546,0.836863,3.20179
2.98656,13.8002,0.850752,3.11954
2.93392,15.0841,0.821112,3.20988
3.03708,21.9893,0.793748,3.0228
3.16141,20.4893,0.792219,3.02971
3.25992,15.755,0.782826,2.99157
3.08628,6.97781,0.806592,3.09612
3.10124,15.9035,0.809982,3.11867
3.10179,14.2676,0.815969,3.07679
2.97218,20.1461,0.810694,3.05006
3.0547,8.95676,0.748226,2.81282
3.05027,10.0135,0.757984,2.79714
3.05408,19.8591,0.758022,2.93493
3.19787,28.8282,0.810816,2.98861
3.36702,28.9081,0.780863,2.99914
3.35192,24.9789,0.769619,2.98154
3.22661,24.4166,0.793872,2.91186
3.3004,21.3971,0.793392,2.956
3.06388,19.084,0.769194,2.84657
3.08823,12.4596,0.756218,2.86641
3.09964,23.0017,0.803889,3.08963
3.05136,22.0331,0.804003,3.11362
3.25764,20.739,0.789689,2.92253
2.905,11.82,0.749628,2.78615
3.11866,19.7584,0.771653,2.85392
3.0707,18.9912,0.802928,2.9825
3.08562,20.0874,0.77169,2.97571
3.12157,19.1408,0.765566,2.8191
2.84706,7.2622,0.833067,3.05876
2.82374,11.3325,0.8056,3.13995
3.06188,13.4932,0.844295,3.15276
2.89899,2.504,0.810345,3.01578
3.26459,28.3166,0.777896,3.00292
3.08812,28.8236,0.823257,3.06911
3.3841,24.824,0.831941,3.13825
3.12682,18.6896,0.864951,3.26322
3.09754,18.3445,0.870558,3.28492
3.22027,28.7785,0.769655,2.89952
2.98635,28.1756,0.76969,2.90295
2.95932,28.789,0.773223,2.89005
2.94369,28.7785,0.773455,2.88262
2.97753,29.0627,0.768873,2.90143
3.35928,7.29991,0.738343,2.78248
3.37426,7.43865,0.740904,2.77931
3.36586,18.5448,0.768357,2.92276
3.38159,12.6673,0.761208,2.87061
2.91736,25.5615,0.749273,2.80642
3.10694,2.78721,0.824517,3.15252
3.0404,7.85876,0.78807,3.03175
2.99619,11.5721,0.806709,3.04106
3.05558,27.3951,0.774302,2.90308
2.94322,18.512,0.767292,2.90597
3.22707,20.2113,0.767907,2.87766
2.90335,13.2739,0.801222,2.97498
3.19773,8.94756,0.810633,3.1165
3.1492,19.638,0.808564,3.00957
2.97329,21.0644,0.785968,2.89748
2.94985,21.6915,0.786032,2.92343
3.00912,23.9648,0.771573,2.91636
3.10618,19.3944,0.786605,2.9751
3.07738,14.4825,0.791259,3.03943
3.16205,16.2977,0.770007,2.87969
3.07747,22.7027,0.749083,2.79798
3.02246,20.8025,0.790961,2.98795
3.16367,12.9453,0.803236,3.04382
3.06742,8.93753,0.803544,3.08877
2.89776,10.5238,0.769306,2.92076
2.88626,10.612,0.777057,2.89632
2.90675,10.7742,0.772357,2.86132
3.094,8.25739,0.827705,3.10013
3.05254,23.0124,0.80569,3.00705
3.10139,11.9302,0.818006,3.16538
3.09808,9.47933,0.834975,3.13118
3.16129,26.7047,0.808626,3.02786
3.18923,28.7269,0.768479,2.86566
3.21885,18.0441,0.780504,2.93191
3.24751,14.2153,0.795264,3.0641
3.17101,2.93108,0.769507,2.95246
2.86603,15.8099,0.822894,3.07663
3.26227,22.72,0.869522,3.26459
3.13849,14.3262,0.850807,3.18922
3.02669,19.9163,0.831086,3.1187
2.93425,11.1477,0.772474,2.8507
3.14375,20.9199,0.78104,2.88328
3.14901,23.8969,0.761245,2.90707
3.15255,19.7485,0.725415,2.77443
3.13132,18.387,0.736166,2.78436
3.12703,20.132,0.785592,2.99987
3.08286,12.1893,0.763576,2.82506
3.02941,15.0604,0.767491,2.84497
2.93104,6.31776,0.798269,2.99089
2.95104,5.48131,0.789477,2.98954
3.08366,11.515,0.81148,3.03136
3.13785,5.29613,0.803026,3.09794
3.10698,16.0389,0.80854,3.03314
3.05771,14.7835,0.786403,2.94261
3.05049,19.7497,0.780853,2.98851
3.08977,16.1445,0.801358,3.00725
3.05571,20.902,0.794422,3.08634
2.91973,10.3296,0.795758,2.99506
2.96945,11.0566,0.774231,2.90468
3.03155,13.7318,0.77305,2.91294
3.10745,19.3072,0.752023,2.85659
3.14812,20.1672,0.783193,2.90132
2.9876,12.7159,0.852824,3.23132
3.18965,11.7841,0.838701,3.21978
3.15881,20.1117,0.764308,2.85427
2.90629,11.9938,0.781685,2.95846
3.12909,14.9435,0.797728,3.01291
3.21601,18.1192,0.756071,2.82038
2.9274,16.1295,0.787467,2.94179
3.01714,9.2476,0.768876,2.91212
3.14479,3.21084,0.796858,3.04429
3.06641,3.34688,0.800229,3.00466
2.9776,20.6664,0.794127,2.97466
3.08246,11.8454,0.769957,2.83322
2.97719,23.7267,0.79997,2.94761
3.15371,13.0746,0.750988,2.82966
3.06927,21.1198,0.796953,2.99952
3.02906,20.6342,0.763674,2.86726
3.24203,22.5908,0.738558,2.73938
3.24129,24.5624,0.747348,2.79456
3.16016,19.9087,0.808493,3.0757
2.97545,12.3379,0.843174,3.18402
2.97938,11.183,0.86399,3.26463
3.15614,21.764,0.77169,2.95628
2.92476,13.8526,0.79519,3.03974
2.97496,10.0769,0.797108,2.98256
2.96924,7.53494,0.803715,3.07643
2.98827,22.1639,0.776022,2.96575
3.19033,14.8251,0.776925,2.95377
3.02255,9.5458,0.77997,2.95376
3.02472,9.60626,0.78574,2.97417
3.11409,15.3899,0.84351,3.22749
3.25344,13.4702,0.859954,3.28203
3.02758,16.0505,0.759871,2.80657
2.96886,10.0177,0.808337,3.10985
3.19448,24.0229,0.784808,2.9048
3.03232,13.682,0.750687,2.90487
3.04483,10.7156,0.782739,2.85409
3.08413,9.09728,0.78208,2.92761
3.00476,13.1134,0.78529,3.00748
3.00536,13.469,0.784152,2.94554
2.8898,12.8861,0.739079,2.82823
2.8601,15.1992,0.741574,2.69395
3.06824,12.5978,0.750695,2.74226
3.26082,28.6054,0.80238,2.9729
3.28372,25.0214,0.772832,2.99053
3.2569,28.1097,0.804489,2.98238
3.04403,9.49217,0.7581,2.77869
3.02687,18.3429,0.818729,3.0902
3.24152,14.3324,0.751556,2.80759
3.11494,25.991,0.809293,3.03352
3.02222,6.96892,0.860328,3.29572
3.0047,21.1093,0.867566,3.32888
3.26325,21.525,0.737169,2.80415
2.97044,9.40046,0.835107,3.18795
2.93855,16.5065,0.824438,3.14225
3.02349,11.1129,0.852378,3.27471
3.15678,13.8787,0.782959,2.94179
3.13633,17.647,0.784604,2.9534
3.13591,23.9006,0.756782,2.89402
3.21047,11.1685,0.77281,2.96328
3.30497,9.47487,0.798299,3.00177
3.31685,14.8901,0.813062,3.12564
3.20098,11.2478,0.804356,3.03753
2.99367,20.9727,0.79629,2.99923
3.00582,6.0708,0.774515,2.87941
3.01566,21.3761,0.784545,2.91465
3.00988,20.879,0.791238,3.02557
2.97939,10.1371,0.754383,2.81876
2.99011,13.6829,0.751799,2.85423
3.04461,11.8069,0.772962,2.88917
3.16307,21.7986,0.79727,2.98765
3.18891,18.1154,0.741313,2.71967
2.95448,16.8221,0.818067,3.07999
3.12696,12.0485,0.833311,3.1554
3.20514,8.52846,0.823466,3.13208
3.21792,8.08787,0.823278,3.12014
3.08169,15.6332,0.863542,3.26273
2.89493,11.5513,0.701994,2.5439
2.89526,11.0207,0.69055,2.57848
2.88415,12.1712,0.709172,2.56133
2.871,12.6765,0.715277,2.55225
2.82581,12.1327,0.696405,2.59747
2.82035,9.28362,0.694959,2.56284
3.00662,12.9757,0.812385,3.09801
3.16307,13.4668,0.808418,3.06569
3.23724,29.4118,0.790824,2.97978
3.2404,29.5491,0.793909,3.03107
3.0718,2.48852,0.771411,2.87228
3.18129,29.1929,0.78282,3.01448
3.06587,7.21664,0.75487,2.83596
3.22844,11.3655,0.838656,3.19403
3.16042,27.001,0.748724,2.73999
3.04849,21.7353,0.738851,2.80847
2.94609,8.20571,0.807555,3.07858
3.10209,16.1306,0.799654,3.03192
3.13688,14.2278,0.794817,3.00278
3.17543,17.551,0.767663,2.85589
2.97878,21.7052,0.826426,3.05746
2.96885,21.685,0.818535,3.09602
2.93427,19.7567,0.821282,3.11847
2.97105,6.2537,0.792781,2.93538
2.94125,4.77531,0.770549,2.95052
2.86585,7.7614,0.76569,2.91333
3.20185,21.64,0.79969,3.05989
2.92054,13.6384,0.768928,2.84246
3.09994,23.6685,0.772906,2.94449
3.15317,23.7594,0.773844,2.92349
3.00892,22.6665,0.775725,2.89533
2.9808,22.9602,0.80051,3.04877
2.98967,21.9172,0.797313,2.97979
2.99562,21.7642,0.788093,2.98777
2.98393,17.9664,0.794186,2.98499
2.96121,18.965,0.816982,3.13388
3.04814,15.2672,0.823721,3.12045
2.84524,5.21219,0.792916,2.99646
2.98371,15.8541,0.7465,2.80764
2.97644,11.501,0.778762,2.92715
3.03092,16.8868,0.776768,2.91854
2.95141,18.5909,0.746637,2.78189
3.32875,19.2521,0.791728,3.02893
3.35485,22.0022,0.746818,2.86251
2.98699,18.7684,0.778353,2.95172
2.96563,6.16198,0.827362,3.15984
3.15109,25.1806,0.775622,2.92865
3.19356,15.2352,0.766471,2.85984
2.9396,18.2111,0.750556,2.80992
2.91266,20.1611,0.763444,2.86753
2.93131,6.73871,0.760241,2.86235
2.90633,11.0548,0.760162,2.82211
3.29367,24.8272,0.772327,2.95285
3.35612,25.4521,0.791191,2.97463
3.05037,14.1845,0.791508,2.95358
3.04115,19.4303,0.785953,2.98978
3.01871,18.2603,0.804122,3.03202
3.0604,12.2219,0.803616,3.02156
3.13349,14.6669,0.770471,2.92172
3.15201,9.06509,0.760069,2.92289
2.99186,23.4872,0.82294,3.12026
3.12394,23.6685,0.789168,2.94977
2.87385,9.66642,0.80557,3.03397
2.986,7.47602,0.764436,2.93084
3.10027,19.0045,0.7585,2.89934
3.09423,18.4192,0.791462,3.01457
2.92389,13.6557,0.790057,2.97454
3.14707,24.3111,0.836212,3.25044
3.04336,8.49334,0.748143,2.76228
3.15652,15.1027,0.754528,2.80116
3.00529,20.5594,0.788528,2.93111
3.02083,18.8446,0.782046,2.996
3.03707,16.5047,0.751824,2.83431
3.15069,12.1941,0.754725,2.82898
3.12273,15.2632,0.760266,2.85678
3.1221,9.42145,0.760485,2.82548
3.00012,24.3087,0.857952,3.32845
2.99846,2.45453,0.772571,3.01819
2.81003,1.82703,0.804064,3.02227
3.29553,29.5304,0.749912,2.83634
3.01893,29.8113,0.775202,2.91528
2.97351,29.8694,0.76385,2.9113
3.03398,29.8337,0.789949,2.91006
3.32862,29.5486,0.751681,2.91571
3.22468,15.0904,0.800625,2.96002
3.0037,16.7332,0.756233,2.92264
3.29998,23.2832,0.79225,3.01941
3.16744,24.9578,0.826363,3.15805
3.00275,8.44817,0.734906,2.73646
2.80097,4.82314,0.76565,2.8861
2.81165,4.78369,0.765884,2.88249
3.02912,15.3438,0.759496,2.87582
2.883,6.93019,0.802738,3.01798
2.99059,1.34524,0.780764,2.94334
3.11183,7.20686,0.806154,3.03825
3.42156,27.7859,0.76354,2.89911
3.10055,17.624,0.815572,3.12642
3.00809,8.63066,0.758844,2.80848
3.10665,26.8759,0.775044,2.96709
3.16533,20.6244,0.735844,2.74503
2.98438,24.9114,0.764649,2.94189
3.11725,16.8746,0.805557,3.12646
2.89573,8.50881,0.773126,2.81814
3.0577,20.4613,0.778316,3.00026
3.06813,10.2036,0.801394,2.95404
3.08005,9.14244,0.810131,3.03054
3.17202,9.49801,0.841701,3.17635
3.16256,24.0665,0.800217,3.01218
3.23628,19.0819,0.785186,2.91044
3.23581,20.5117,0.772951,2.95028
3.13264,17.1231,0.799672,3.06934
3.09571,18.425,0.822199,3.09187
3.08407,15.3546,0.785427,2.93946
3.07573,16.6776,0.784708,2.94177
2.94131,13.0339,0.823938,3.1424
3.09052,17.7309,0.763927,2.87167
3.18202,21.5694,0.817099,3.09826
3.13315,14.3371,0.814279,3.16222
3.16457,13.8299,0.809547,3.11058
3.17488,26.5489,0.757865,2.9043
3.24394,24.7938,0.722962,2.68695
3.21958,27.0404,0.715361,2.66757
3.28426,27.7244,0.752894,2.80996
3.28681,28.8905,0.807268,3.08698
3.10866,9.41747,0.746032,2.82537
2.96809,14.7167,0.736519,2.77796
2.97659,9.82452,0.742177,2.75349
2.98379,14.1087,0.748328,2.83388
3.02075,9.76742,0.75907,2.76475
3.04536,8.54447,0.700634,2.68777
3.01562,21.8258,0.886332,3.37925
3.04025,14.4953,0.879394,3.27916
3.02446,11.9719,0.883628,3.28886
3.05728,19.4565,0.810024,2.96181
3.02052,14.3991,0.807373,2.96477
3.20175,26.4744,0.802368,3.06898
3.14813,22.1443,0.777935,2.93619
2.98072,13.9035,0.773842,2.92218
2.92805,18.5201,0.785336,2.8967
3.16937,9.42775,0.828963,3.16384
3.28335,14.0615,0.806604,3.00623
3.18214,25.997,0.764493,2.81752
3.00745,5.71563,0.789881,3.01336
2.92223,16.2556,0.794686,3.01908
3.20025,13.0766,0.732277,2.80609
3.08826,23.9328,0.804185,3.07706
3.22456,26.5563,0.817934,3.07654
3.06744,11.2216,0.811561,3.09969
3.11721,23.5396,0.751355,2.89194
3.36625,24.001,0.790004,3.00508
3.34657,23.1726,0.781344,2.99289
3.05664,19.5881,0.872537,3.29297
2.95553,11.209,0.778666,2.95668
2.90827,9.85404,0.786487,2.9393
3.23607,23.2016,0.741401,2.79067
2.96414,24.932,0.72076,2.70214
3.12253,20.6101,0.707938,2.6554
2.96448,25.0754,0.720848,2.71904
3.13424,10.4413,0.744493,2.75751
3.00747,22.396,0.805291,3.03222
3.17227,22.8394,0.776201,2.95232
3.10207,26.6216,0.787147,2.99598
3.05372,10.0123,0.740018,2.75669
2.95282,16.2146,0.782061,2.96885
2.90877,7.00109,0.794316,2.96546
2.87669,6.68904,0.787328,3.00323
2.8569,8.43063,0.78631,2.99667
3.0346,7.51852,0.811559,3.08747
3.15178,20.5864,0.840158,3.15943
3.03297,20.214,0.774851,2.95052
2.9696,13.8915,0.747858,2.81498
3.06073,15.1704,0.772558,2.92894
3.09663,18.8444,0.815229,3.06974
3.08965,12.4102,0.774253,2.976
3.00891,12.6804,0.786189,3.03183
3.00386,18.9032,0.764265,2.86591
3.13361,22.016,0.72149,2.74908
2.96442,10.0482,0.793025,2.979
3.02969,9.11137,0.789394,2.99649
3.01763,21.1446,0.84229,3.15581
3.00768,3.71635,0.852576,3.21423
2.99984,16.8424,0.764373,2.86395
3.01602,12.9655,0.812469,3.07515
3.10508,23.9302,0.763157,2.86732
3.40109,25.4789,0.796293,3.01882
3.17914,22.8883,0.791336,2.89721
3.09841,15.0142,0.781279,3.00651
3.05686,8.74451,0.805941,2.95936
3.27315,29.3248,0.742293,2.814
3.19197,28.4611,0.777412,2.87751
3.23513,25.1959,0.791624,3.00977
3.24541,20.2395,0.782397,2.95832
3.05359,16.8842,0.782188,3.00305
3.05414,15.9039,0.738938,2.78768
3.097,13.0066,0.759992,2.86399
3.07821,12.6119,0.75765,2.84363
2.90341,13.6336,0.75708,2.84776
3.16968,18.2622,0.751669,2.78403
3.09706,18.2609,0.828098,3.13558
3.09604,9.11656,0.775133,2.89571
3.04908,12.7907,0.785027,2.89832
2.91291,16.1638,0.758805,2.8709
3.22983,21.0507,0.758505,2.8416
3.18199,16.7885,0.779422,2.94195
3.09064,16.6662,0.822721,3.1189
3.07028,17.3947,0.786183,2.998
3.03651,16.5256,0.790666,3.02053
2.77711,10.4286,0.778936,2.91572
3.13798,20.8108,0.811076,3.09999
3.16372,19.7366,0.828829,3.1861
3.27983,20.7091,0.812869,3.04166
3.25226,24.5578,0.797024,3.00741
3.12437,28.1425,0.754466,2.85118
3.0906,15.1971,0.789519,3.00608
3.30909,18.0705,0.790717,3.06304
3.30974,18.9809,0.781914,3.07037
2.90683,12.7194,0.88133,3.32671
3.08723,16.0584,0.89326,3.30854
3.16788,10.0056,0.886224,3.40393
3.16508,11.6982,0.882132,3.3642
3.04951,9.18873,0.831656,3.20281
3.07555,9.38765,0.830175,3.14596
3.10887,14.1962,0.807575,3.0571
2.96162,18.7615,0.78045,2.94185
2.9634,15.8826,0.79277,2.95293
2.96883,16.6376,0.794191,2.96896
3.39415,20.5262,0.774732,2.95352
3.22417,15.1091,0.767069,2.8771
2.96509,19.757,0.797976,3.00514
2.93537,17.2448,0.778389,2.94071
3.05092,21.1874,0.767041,2.88409
3.00591,9.12686,0.807657,3.06904
2.89494,21.6773,0.747049,2.83541
3.08075,1.83591,0.807131,3.11045
3.01422,9.26985,0.795935,3.05518
3.10198,18.7019,0.806066,3.03163
3.11938,15.9417,0.783391,2.99897
3.21375,18.1851,0.790777,2.9801
2.98441,15.6598,0.818871,3.06145
3.00004,17.3007,0.827825,3.06417
3.12166,22.2961,0.832744,3.11105
3.1805,10.7867,0.774847,2.92146
3.06979,21.8688,0.76556,2.8807
3.04629,6.20555,0.866449,3.24492
2.98417,12.0526,0.815189,3.07471
2.98417,12.0526,0.815189,3.07471
2.95071,15.0312,0.824264,3.10289
3.02755,24.3642,0.838963,3.10238
3.14755,5.86505,0.866229,3.30001
3.15875,5.4114,0.872877,3.28672
2.88738,5.49837,0.80662,3.00136
2.90584,17.6831,0.783681,2.89777
3.19969,13.6378,0.771575,2.96484
3.26278,15.6983,0.764808,2.89752
2.91292,8.36451,0.776471,2.97996
3.25625,24.6205,0.780303,2.95848
3.11613,16.439,0.767085,2.88827
3.13011,19.3508,0.805207,3.08376
