x1,x2,x3,x4
3.11192,23.4348,0.753539,2.83477
3.09905,23.4074,0.733454,2.89124
2.83523,6.56777,0.755929,2.86108
2.88,18.3755,0.780469,2.92349
2.88634,18.1415,0.769391,2.9856
2.94084,22.1794,0.69372,2.64759
2.94683,21.6528,0.726821,2.58261
2.8611,21.6425,0.728464,2.60534
2.94092,21.4339,0.703332,2.65684
2.80458,9.79956,0.726841,2.6916
2.86004,8.87889,0.712537,2.60899
2.92841,18.2088,0.75512,2.82865
2.95573,9.97961,0.716812,2.72067
2.94095,9.79702,0.731012,2.67128
2.89178,16.2557,0.715741,2.69783
2.76532,3.3111,0.72669,2.71335
2.75444,2.26295,0.71961,2.64387
2.84219,2.66597,0.684212,2.44941
2.71351,2.79471,0.710913,2.54094
2.88354,3.71403,0.708029,2.60636
2.61953,3.61918,0.721009,2.65928
2.80182,3.87809,0.706042,2.72732
2.77334,3.78135,0.739219,2.6529
2.83773,20.6635,0.692633,2.63211
2.94816,21.3567,0.72689,2.6848
2.94096,21.3935,0.734608,2.68165
2.9276,21.662,0.71405,2.70338
2.90417,21.9236,0.740755,2.7991
2.93504,16.6153,0.763535,2.82228
2.99462,17.0965,0.71756,2.77727
2.70212,8.83622,0.692185,2.62896
2.80823,7.75017,0.773501,2.83983
2.75384,7.72205,0.765754,2.91502
2.74058,8.49478,0.738396,2.67127
2.84439,13.4408,0.681111,2.5462
2.9282,13.3233,0.693281,2.6052
2.79663,17.2302,0.734506,2.66738
2.89068,15.0781,0.726738,2.74319
2.79706,17.7813,0.671567,2.4378
2.78617,17.5985,0.663745,2.42484
2.92827,11.0924,0.779878,3.00481
2.68548,9.12675,0.702258,2.584
2.96731,22.5404,0.66995,2.43981
2.9643,22.3625,0.665194,2.37742
2.81052,21.0977,0.678458,2.43408
2.90596,21.1424,0.652902,2.42115
2.83674,14.718,0.777158,3.00131
2.84868,14.3417,0.776451,2.90104
2.75407,14.1278,0.699261,2.58987
2.73287,14.2415,0.70346,2.55482
2.97127,10.2943,0.714299,2.66294
2.70018,9.61759,0.715943,2.66464
2.78986,16.0685,0.736725,2.77462
2.8486,16.6308,0.723054,2.67692
