time,Cit_mrna_Theta_1,Cit_foldedP_Theta_1,Cit_fluo_Theta_1,Cit_AU_Theta_1,Cit_mrna_Theta_2,Cit_foldedP_Theta_2,Cit_fluo_Theta_2,Cit_AU_Theta_2,Cit_mrna_Theta_3,Cit_foldedP_Theta_3,Cit_fluo_Theta_3,Cit_AU_Theta_3
0.0,0.31736144636688673,18.831189670269378,11.950717894781173,823.0095719550026,0.31736144636688673,18.83118967026938,11.950717894781175,781.8590933572526,0.31736144636688673,18.83118967026938,11.950717894781176,987.6114863460034
10.0,2.3756718679327262,46.01528754631104,13.629199244246436,938.6014743930244,2.3342499695900165,44.20722852951244,13.43784178531692,879.1521051245157,2.460852295462689,52.40869148978862,14.447271730754387,1193.9275642918342
20.0,3.3846081406874986,94.73328531281209,21.453301355528794,1477.423575812617,3.358762122274489,90.85256040457625,20.50843812993979,1341.736034908021,3.371908288276592,106.80369126077096,25.205366927902176,2082.980295805708
30.0,3.879165420728407,140.81373710603157,34.95884110031359,2407.5089968090047,3.879180153382146,136.21910116815155,32.98391930862969,2157.9270361051554,3.7591378485272293,152.8490369789733,42.22775992804618,3489.7167780867862
40.0,4.121585984839923,177.32612355600438,51.61299224058094,3554.4297024856837,4.143535165376988,173.1783253814747,48.70745473515772,3186.6174680267723,3.9237234847103006,185.5190610943771,61.48236146636871,5080.923750896925
50.0,4.240414953670706,203.95789924211965,69.05353713960305,4755.506953106285,4.277818704019639,200.88611168153827,65.52916841027638,4287.154684162306,3.9936779394107678,206.88951415932618,80.01741541068743,6612.667060095605
60.0,4.298662165240872,222.49068009343736,85.66417332252391,5899.430916098996,4.346030259506445,220.69658687234653,81.88771489510886,5357.38983119552,4.023410942714269,220.24920643125887,96.28338991266683,7956.8928544122255
70.0,4.327213609569692,235.01137331173834,100.54893841587703,6924.499389473385,4.380679460628272,234.44230693570952,96.84700225339982,6336.080396415167,4.036048472704399,228.37103955917098,109.74600464777352,9069.448021867775
80.0,4.341208871022298,243.30415727803006,113.34181694800036,7805.506001586038,4.3982801025812215,243.78910105487083,109.96045381118331,7194.009722169749,4.041419854343186,233.2192616378627,120.45714342467782,9954.620258469255
90.0,4.348069021047408,248.72106733901546,124.01318410639169,8540.410581756709,4.4072206425300555,250.05502511009237,121.11185765102204,7923.574805425908,4.043702874836117,236.07765961950594,128.74590370910911,10639.606293328947
