time,Cit_mrna_Theta_1,Cit_foldedP_Theta_1,Cit_fluo_Theta_1,Cit_AU_Theta_1,Cit_mrna_Theta_2,Cit_foldedP_Theta_2,Cit_fluo_Theta_2,Cit_AU_Theta_2,Cit_mrna_Theta_3,Cit_foldedP_Theta_3,Cit_fluo_Theta_3,Cit_AU_Theta_3
0.0,0.31736144636688673,18.831189670269378,11.950717894781173,823.0095719550026,0.31736144636688673,18.83118967026938,11.950717894781175,781.8590933572526,0.31736144636688673,18.83118967026938,11.950717894781176,987.6114863460034
5.0,1.2469567808781774,25.130246465585383,12.14320199773196,836.2653663409492,1.241411979844318,24.786518293993023,12.123500917584174,793.163182261842,1.2159515961718852,26.103151113881104,12.217968654097794,1009.6971821142084
10.0,1.897790976103222,39.70391624111682,13.239503862948135,911.7643394377078,1.8999992443244704,38.743583116544485,13.117653284674583,858.2042178913177,1.8017839716216955,42.08447303920395,13.679645600705975,1130.4906737276117
15.0,2.3534571551038765,57.956712969934294,15.603560238989804,1074.5697075548148,2.369386115957125,56.47350164568124,15.285843452517879,1000.0550434050191,2.183715127786784,60.99999574657543,16.692608527844307,1379.4829787067076
20.0,2.6724810605517413,77.11098647156177,19.24707287889027,1325.4873348118865,2.7039264984507425,75.34583685815066,18.665898909406742,1221.190469601836,2.4327136710115433,79.75440898457003,21.129903128809186,1746.1825489582786
25.0,2.8958381077402735,95.57032281907813,24.00046353830221,1652.8388835959083,2.942359386748117,93.79316866645595,23.12592509083226,1512.9814780802287,2.5950473102259184,96.8360225591655,26.663845669349225,2203.5094866314403
30.0,3.0522162652420812,112.49287341218145,29.617012025650393,2039.6334851533218,3.112294752387298,110.94463240355282,28.45531849279362,1861.6496275661489,2.700880096967667,111.64199485118755,32.91834794401626,2720.3837315281285
35.0,3.161700733304616,127.5077020627393,35.83371003309258,2467.75855773267,3.2334107113554857,126.3768725829629,34.419881645762565,2251.872874413008,2.769877374999921,124.06858522613489,39.54452831102372,3267.973583340691
40.0,3.238353696835934,140.5281266336544,42.40454489879878,2920.2719580007374,3.319732212531453,139.9462676158885,40.79346269299733,2668.855547998342,2.8148598846888224,134.266826328172,46.25265461887126,3822.335476226068
45.0,3.2920204581395924,151.63048912151567,49.11661536932973,3382.5118245526733,3.381255084290559,151.67714729446226,47.3745316561692,3099.4128298428177,2.8441860559396805,142.50047171141466,52.820327207858504,4365.090224899043
50.0,3.32959397305217,160.97676460601224,55.79589338783143,3842.4933747301825,3.4251035310542535,161.6883665821267,53.99333940672432,3532.439119352579,2.8633051389516373,149.06641480724616,59.088656024391,4883.107100027906
55.0,3.3559001777003448,168.76630757921345,62.30703235626933,4290.8957002251,3.4563550992619305,170.1459768402494,60.51340395357787,3959.005272124026,2.8757697531430946,154.25265612568379,64.95318177890874,5367.753549565719
60.0,3.3743178452997773,175.20676306550024,68.55001425904611,4720.830864686716,3.478628644431295,177.23350274288615,66.82977219292698,4372.244877343448,2.8838960111867022,158.3183450348123,70.35326159102262,5814.018024769991
65.0,3.387212541414795,180.4974213857589,74.45536365254588,5127.514305746887,3.494503398908795,183.13396959939726,72.86562660516198,4767.132255652937,2.889193894414898,161.48639499761467,75.26183819483084,6219.6645037691505
70.0,3.3962404590797615,184.82050892807538,79.97896202977239,5507.907716094038,3.5058176201990046,188.01966962954594,78.56821649224314,5140.216266015912,2.8926478293775317,163.94292326145194,79.67646831994512,6584.491073847916
75.0,3.402561142911987,188.33742332772886,85.09704721366026,5860.374666908789,3.5138814679395893,192.04692896501498,83.90470252149424,5489.348440775555,2.894899609213615,165.84010097122953,83.61190323517076,6909.716784994629
80.0,3.4069864207272005,191.1879452717594,89.80169955078324,6184.369755761449,3.5196287163507614,195.3540311630215,88.85824683059934,5813.427186213363,2.8963676455936245,167.30044177541558,87.09420742280597,7197.495615098315
85.0,3.4100846747192812,193.49114985717634,94.09694225624482,6480.170049232396,3.5237248830140375,198.061061374253,93.4245173515473,6112.169082806153,2.8973247277283374,168.42143516507963,90.15625448020862,7450.54424968649
90.0,3.4122538442520307,195.34720350172734,97.99547988014042,6748.650471023122,3.5266442942056195,200.27085629287123,97.60867252428429,6385.911614311381,2.8979486943585653,169.27995577698147,92.83438714848414,7671.8660655334215
